Exercise Type,Duration (min),Calories Burned,Meal Type,Calories Intake,"Macros (Protein, Carbs, Fat)",Water Intake (L),Hours Slept,Sleep Quality,Diet Plan,Vegetarian Meal Suggestion,Non-Vegetarian Meal Suggestion
Swimming,82,259,Dinner,920,"22g Protein, 52g Carbs, 16g Fat",1.8,4,Fair,Standard balanced diet.,Avocado toast with seeds,Scrambled eggs with turkey sausage
Swimming,23,526,Lunch,407,"34g Protein, 59g Carbs, 13g Fat",2.4,4,Good,Standard balanced diet.,Quinoa salad with chickpeas and veggies,Tuna sandwich with whole-grain bread
Strength Training,106,229,Breakfast,992,"47g Protein, 35g Carbs, 11g Fat",0.7,8,Fair,Balanced meal with lean protein.,Vegetable omelet with spinach,Shrimp and avocado salad
Yoga,118,616,Breakfast,904,"20g Protein, 49g Carbs, 5g Fat",2.7,6,Excellent,Balanced meal with lean protein.,Vegetable curry with quinoa,Baked salmon with sweet potato and spinach
Yoga,15,589,Lunch,662,"24g Protein, 29g Carbs, 11g Fat",2.9,7,Good,Balanced meal with lean protein.,Tofu stir-fry with brown rice,Shrimp and avocado salad
Running,14,700,Dinner,349,"41g Protein, 30g Carbs, 28g Fat",0.9,7,Good,Carb-heavy meal for recovery.,Greek yogurt with berries and granola,Roasted turkey with wild rice and green beans
Cycling,83,281,Lunch,625,"20g Protein, 60g Carbs, 22g Fat",1.6,7,Good,Carb-heavy meal for recovery.,Tofu stir-fry with brown rice,Shrimp and avocado salad
Running,56,772,Dinner,988,"29g Protein, 59g Carbs, 5g Fat",2.8,7,Excellent,Carb-heavy meal for recovery.,Lentil soup with whole-grain bread,Baked salmon with sweet potato and spinach
Strength Training,47,125,Dinner,537,"19g Protein, 62g Carbs, 11g Fat",3,9,Excellent,Balanced meal with lean protein.,Tofu stir-fry with brown rice,Shrimp and avocado salad
Cycling,23,471,Breakfast,479,"44g Protein, 59g Carbs, 19g Fat",2.3,4,Excellent,Carb-heavy meal for recovery.,Avocado toast with seeds,Roasted turkey with wild rice and green beans
Yoga,49,617,Lunch,518,"36g Protein, 42g Carbs, 8g Fat",1.1,10,Poor,High-protein meal with energizing carbs.,Lentil soup with whole-grain bread,Shrimp and avocado salad
Yoga,73,634,Lunch,268,"22g Protein, 72g Carbs, 6g Fat",0.8,5,Poor,High-protein meal with energizing carbs.,Greek yogurt with berries and granola,Grilled chicken with quinoa and broccoli
Yoga,98,197,Lunch,898,"30g Protein, 34g Carbs, 24g Fat",2.4,4,Excellent,Balanced meal with lean protein.,Lentil soup with whole-grain bread,Roasted turkey with wild rice and green beans
Cycling,100,307,Lunch,755,"19g Protein, 49g Carbs, 13g Fat",1.8,5,Good,Carb-heavy meal for recovery.,Tofu stir-fry with brown rice,Grilled chicken with quinoa and broccoli
Yoga,27,108,Breakfast,841,"48g Protein, 67g Carbs, 14g Fat",2.5,8,Fair,Balanced meal with lean protein.,Lentil soup with whole-grain bread,Beef stir-fry with vegetables
Strength Training,110,468,Snack,608,"16g Protein, 57g Carbs, 22g Fat",3.3,10,Poor,High-protein meal with energizing carbs.,Avocado toast with seeds,Beef stir-fry with vegetables
Yoga,76,54,Lunch,661,"25g Protein, 100g Carbs, 14g Fat",0.9,7,Good,Balanced meal with lean protein.,Quinoa salad with chickpeas and veggies,Scrambled eggs with turkey sausage
Running,41,242,Dinner,288,"49g Protein, 91g Carbs, 27g Fat",1.1,8,Poor,High-protein meal with energizing carbs.,Lentil soup with whole-grain bread,Baked salmon with sweet potato and spinach
Yoga,84,218,Breakfast,414,"21g Protein, 81g Carbs, 28g Fat",2.7,8,Poor,High-protein meal with energizing carbs.,Greek yogurt with berries and granola,Shrimp and avocado salad
Yoga,79,107,Breakfast,881,"23g Protein, 96g Carbs, 30g Fat",2.4,10,Good,Balanced meal with lean protein.,Quinoa salad with chickpeas and veggies,Tuna sandwich with whole-grain bread
Yoga,52,514,Dinner,591,"31g Protein, 61g Carbs, 13g Fat",1.3,10,Poor,High-protein meal with energizing carbs.,Vegetable curry with quinoa,Shrimp and avocado salad
Strength Training,28,519,Snack,861,"50g Protein, 26g Carbs, 14g Fat",1.8,8,Poor,High-protein meal with energizing carbs.,Greek yogurt with berries and granola,Shrimp and avocado salad
Yoga,27,417,Snack,794,"21g Protein, 86g Carbs, 16g Fat",1.2,9,Poor,High-protein meal with energizing carbs.,Lentil soup with whole-grain bread,Grilled chicken with quinoa and broccoli
Cycling,71,418,Dinner,647,"24g Protein, 75g Carbs, 7g Fat",1,6,Poor,High-protein meal with energizing carbs.,Vegetable omelet with spinach,Tuna sandwich with whole-grain bread
Strength Training,117,380,Snack,469,"17g Protein, 94g Carbs, 27g Fat",2.7,6,Excellent,Balanced meal with lean protein.,Quinoa salad with chickpeas and veggies,Tuna sandwich with whole-grain bread
Swimming,114,550,Dinner,763,"42g Protein, 56g Carbs, 7g Fat",3.2,6,Excellent,Standard balanced diet.,Lentil soup with whole-grain bread,Shrimp and avocado salad
Swimming,117,765,Lunch,587,"14g Protein, 90g Carbs, 10g Fat",0.9,6,Fair,Standard balanced diet.,Vegetable curry with quinoa,Grilled chicken with quinoa and broccoli
Strength Training,12,487,Breakfast,797,"44g Protein, 71g Carbs, 13g Fat",1.9,8,Excellent,Balanced meal with lean protein.,Vegetable curry with quinoa,Tuna sandwich with whole-grain bread
Cycling,92,199,Snack,830,"15g Protein, 44g Carbs, 27g Fat",2.3,4,Excellent,Carb-heavy meal for recovery.,Greek yogurt with berries and granola,Shrimp and avocado salad
Cycling,81,359,Lunch,999,"35g Protein, 76g Carbs, 22g Fat",2.9,7,Poor,High-protein meal with energizing carbs.,Greek yogurt with berries and granola,Tuna sandwich with whole-grain bread
Strength Training,45,278,Dinner,494,"46g Protein, 85g Carbs, 16g Fat",3.1,4,Good,Balanced meal with lean protein.,Quinoa salad with chickpeas and veggies,Baked salmon with sweet potato and spinach
Cycling,120,180,Snack,727,"49g Protein, 33g Carbs, 28g Fat",0.6,10,Excellent,Carb-heavy meal for recovery.,Vegetable curry with quinoa,Baked salmon with sweet potato and spinach
Swimming,109,795,Lunch,980,"19g Protein, 27g Carbs, 13g Fat",1.5,5,Excellent,Standard balanced diet.,Tofu stir-fry with brown rice,Tuna sandwich with whole-grain bread
Running,81,769,Breakfast,663,"49g Protein, 63g Carbs, 29g Fat",1.4,6,Fair,Carb-heavy meal for recovery.,Lentil soup with whole-grain bread,Baked salmon with sweet potato and spinach
Running,47,568,Snack,504,"26g Protein, 66g Carbs, 8g Fat",2.9,8,Fair,Carb-heavy meal for recovery.,Tofu stir-fry with brown rice,Grilled chicken with quinoa and broccoli
Swimming,88,359,Dinner,586,"42g Protein, 41g Carbs, 6g Fat",0.5,4,Excellent,Standard balanced diet.,Tofu stir-fry with brown rice,Beef stir-fry with vegetables
Swimming,61,144,Dinner,508,"18g Protein, 60g Carbs, 5g Fat",0.7,6,Fair,Standard balanced diet.,Quinoa salad with chickpeas and veggies,Shrimp and avocado salad
Cycling,16,134,Breakfast,494,"23g Protein, 55g Carbs, 26g Fat",2.8,7,Good,Carb-heavy meal for recovery.,Greek yogurt with berries and granola,Scrambled eggs with turkey sausage
Cycling,34,651,Snack,773,"27g Protein, 68g Carbs, 18g Fat",1.9,4,Good,Carb-heavy meal for recovery.,Vegetable curry with quinoa,Beef stir-fry with vegetables
Swimming,51,408,Dinner,494,"41g Protein, 90g Carbs, 8g Fat",1.5,10,Fair,Standard balanced diet.,Vegetable omelet with spinach,Grilled chicken with quinoa and broccoli
Cycling,43,661,Snack,468,"22g Protein, 95g Carbs, 24g Fat",0.7,8,Good,Carb-heavy meal for recovery.,Greek yogurt with berries and granola,Beef stir-fry with vegetables
Yoga,91,741,Lunch,232,"18g Protein, 21g Carbs, 5g Fat",3.3,6,Good,Balanced meal with lean protein.,Avocado toast with seeds,Scrambled eggs with turkey sausage
Strength Training,97,323,Breakfast,298,"26g Protein, 28g Carbs, 12g Fat",1.4,4,Excellent,Balanced meal with lean protein.,Vegetable omelet with spinach,Grilled chicken with quinoa and broccoli
Running,14,241,Breakfast,852,"33g Protein, 54g Carbs, 26g Fat",0.5,7,Good,Carb-heavy meal for recovery.,Lentil soup with whole-grain bread,Baked salmon with sweet potato and spinach
Yoga,69,410,Dinner,587,"40g Protein, 48g Carbs, 22g Fat",1.6,10,Poor,High-protein meal with energizing carbs.,Vegetable curry with quinoa,Roasted turkey with wild rice and green beans
Swimming,25,784,Snack,694,"41g Protein, 61g Carbs, 24g Fat",0.6,7,Excellent,Standard balanced diet.,Quinoa salad with chickpeas and veggies,Roasted turkey with wild rice and green beans
Cycling,104,155,Breakfast,409,"16g Protein, 80g Carbs, 19g Fat",2.5,4,Fair,Carb-heavy meal for recovery.,Greek yogurt with berries and granola,Roasted turkey with wild rice and green beans
Cycling,107,274,Dinner,516,"26g Protein, 36g Carbs, 13g Fat",2.6,9,Excellent,Carb-heavy meal for recovery.,Vegetable curry with quinoa,Baked salmon with sweet potato and spinach
Yoga,46,437,Breakfast,756,"30g Protein, 20g Carbs, 14g Fat",2.2,6,Excellent,Balanced meal with lean protein.,Vegetable curry with quinoa,Grilled chicken with quinoa and broccoli
Yoga,53,787,Breakfast,372,"24g Protein, 66g Carbs, 13g Fat",1.6,5,Poor,High-protein meal with energizing carbs.,Vegetable omelet with spinach,Baked salmon with sweet potato and spinach
Strength Training,19,485,Dinner,204,"13g Protein, 45g Carbs, 16g Fat",2.2,6,Poor,High-protein meal with energizing carbs.,Tofu stir-fry with brown rice,Tuna sandwich with whole-grain bread
Cycling,108,486,Breakfast,361,"25g Protein, 36g Carbs, 24g Fat",2.7,4,Fair,Carb-heavy meal for recovery.,Avocado toast with seeds,Scrambled eggs with turkey sausage
Swimming,19,479,Breakfast,675,"28g Protein, 91g Carbs, 15g Fat",3.5,8,Poor,High-protein meal with energizing carbs.,Quinoa salad with chickpeas and veggies,Beef stir-fry with vegetables
Swimming,56,116,Breakfast,318,"45g Protein, 72g Carbs, 19g Fat",3.1,4,Excellent,Standard balanced diet.,Lentil soup with whole-grain bread,Shrimp and avocado salad
Strength Training,17,200,Snack,851,"46g Protein, 80g Carbs, 7g Fat",2.7,7,Poor,High-protein meal with energizing carbs.,Greek yogurt with berries and granola,Shrimp and avocado salad
Strength Training,109,398,Dinner,730,"11g Protein, 54g Carbs, 9g Fat",1.7,7,Excellent,Balanced meal with lean protein.,Greek yogurt with berries and granola,Grilled chicken with quinoa and broccoli
Running,92,632,Lunch,342,"11g Protein, 44g Carbs, 24g Fat",0.9,8,Fair,Carb-heavy meal for recovery.,Vegetable curry with quinoa,Baked salmon with sweet potato and spinach
Yoga,101,348,Dinner,771,"20g Protein, 89g Carbs, 18g Fat",2.7,7,Excellent,Balanced meal with lean protein.,Quinoa salad with chickpeas and veggies,Scrambled eggs with turkey sausage
Cycling,95,116,Breakfast,855,"18g Protein, 60g Carbs, 24g Fat",0.6,5,Excellent,Carb-heavy meal for recovery.,Greek yogurt with berries and granola,Baked salmon with sweet potato and spinach
Cycling,53,162,Dinner,309,"39g Protein, 45g Carbs, 6g Fat",0.8,7,Fair,Carb-heavy meal for recovery.,Vegetable omelet with spinach,Roasted turkey with wild rice and green beans
Cycling,48,94,Dinner,662,"33g Protein, 95g Carbs, 17g Fat",3,4,Excellent,Carb-heavy meal for recovery.,Tofu stir-fry with brown rice,Scrambled eggs with turkey sausage
Running,100,158,Snack,439,"43g Protein, 48g Carbs, 7g Fat",2.3,9,Fair,Carb-heavy meal for recovery.,Tofu stir-fry with brown rice,Shrimp and avocado salad
Yoga,71,463,Breakfast,638,"44g Protein, 87g Carbs, 10g Fat",3.5,6,Good,Balanced meal with lean protein.,Vegetable omelet with spinach,Grilled chicken with quinoa and broccoli
Running,47,252,Snack,579,"44g Protein, 36g Carbs, 28g Fat",0.7,4,Poor,High-protein meal with energizing carbs.,Lentil soup with whole-grain bread,Roasted turkey with wild rice and green beans
Swimming,25,370,Lunch,592,"42g Protein, 47g Carbs, 14g Fat",1.3,5,Fair,Standard balanced diet.,Greek yogurt with berries and granola,Roasted turkey with wild rice and green beans
Running,97,326,Lunch,506,"42g Protein, 100g Carbs, 10g Fat",2.6,7,Fair,Carb-heavy meal for recovery.,Avocado toast with seeds,Roasted turkey with wild rice and green beans
Running,82,223,Dinner,875,"24g Protein, 74g Carbs, 8g Fat",2.6,4,Fair,Carb-heavy meal for recovery.,Tofu stir-fry with brown rice,Tuna sandwich with whole-grain bread
Swimming,71,468,Breakfast,956,"13g Protein, 42g Carbs, 24g Fat",3.4,7,Poor,High-protein meal with energizing carbs.,Lentil soup with whole-grain bread,Shrimp and avocado salad
Strength Training,97,103,Lunch,821,"31g Protein, 27g Carbs, 21g Fat",1.4,10,Poor,High-protein meal with energizing carbs.,Avocado toast with seeds,Shrimp and avocado salad
Yoga,83,780,Breakfast,333,"13g Protein, 44g Carbs, 23g Fat",1.5,9,Good,Balanced meal with lean protein.,Lentil soup with whole-grain bread,Grilled chicken with quinoa and broccoli
Yoga,43,662,Lunch,215,"36g Protein, 30g Carbs, 29g Fat",2,7,Excellent,Balanced meal with lean protein.,Quinoa salad with chickpeas and veggies,Tuna sandwich with whole-grain bread
Running,83,103,Snack,337,"49g Protein, 54g Carbs, 27g Fat",2.8,6,Fair,Carb-heavy meal for recovery.,Lentil soup with whole-grain bread,Grilled chicken with quinoa and broccoli
Running,120,195,Dinner,720,"16g Protein, 75g Carbs, 5g Fat",2.1,9,Poor,High-protein meal with energizing carbs.,Avocado toast with seeds,Beef stir-fry with vegetables
Strength Training,26,293,Dinner,391,"46g Protein, 44g Carbs, 27g Fat",1.8,4,Excellent,Balanced meal with lean protein.,Quinoa salad with chickpeas and veggies,Roasted turkey with wild rice and green beans
Strength Training,18,151,Lunch,233,"18g Protein, 27g Carbs, 29g Fat",2.8,4,Fair,Balanced meal with lean protein.,Tofu stir-fry with brown rice,Shrimp and avocado salad
Cycling,91,523,Dinner,938,"44g Protein, 34g Carbs, 26g Fat",1.3,6,Good,Carb-heavy meal for recovery.,Tofu stir-fry with brown rice,Beef stir-fry with vegetables
Strength Training,76,78,Dinner,840,"46g Protein, 36g Carbs, 9g Fat",2.8,9,Good,Balanced meal with lean protein.,Avocado toast with seeds,Baked salmon with sweet potato and spinach
Running,46,612,Lunch,759,"21g Protein, 79g Carbs, 19g Fat",1.4,9,Excellent,Carb-heavy meal for recovery.,Greek yogurt with berries and granola,Grilled chicken with quinoa and broccoli
Yoga,95,335,Lunch,669,"21g Protein, 63g Carbs, 25g Fat",1.8,8,Poor,High-protein meal with energizing carbs.,Quinoa salad with chickpeas and veggies,Shrimp and avocado salad
Swimming,70,265,Lunch,666,"12g Protein, 26g Carbs, 18g Fat",2.6,6,Poor,High-protein meal with energizing carbs.,Greek yogurt with berries and granola,Grilled chicken with quinoa and broccoli
Yoga,51,145,Breakfast,948,"19g Protein, 58g Carbs, 15g Fat",1.9,9,Excellent,Balanced meal with lean protein.,Quinoa salad with chickpeas and veggies,Shrimp and avocado salad
Strength Training,66,170,Breakfast,253,"14g Protein, 91g Carbs, 7g Fat",3.1,5,Fair,Balanced meal with lean protein.,Quinoa salad with chickpeas and veggies,Baked salmon with sweet potato and spinach
Swimming,28,626,Dinner,821,"33g Protein, 89g Carbs, 18g Fat",0.9,5,Good,Standard balanced diet.,Lentil soup with whole-grain bread,Grilled chicken with quinoa and broccoli
Cycling,116,292,Lunch,774,"50g Protein, 60g Carbs, 23g Fat",1.2,8,Fair,Carb-heavy meal for recovery.,Avocado toast with seeds,Shrimp and avocado salad
Yoga,20,707,Dinner,708,"42g Protein, 57g Carbs, 29g Fat",2.5,7,Poor,High-protein meal with energizing carbs.,Lentil soup with whole-grain bread,Beef stir-fry with vegetables
Running,72,621,Snack,349,"30g Protein, 70g Carbs, 14g Fat",2.2,4,Poor,High-protein meal with energizing carbs.,Avocado toast with seeds,Beef stir-fry with vegetables
Running,90,394,Lunch,829,"16g Protein, 86g Carbs, 16g Fat",0.6,4,Good,Carb-heavy meal for recovery.,Tofu stir-fry with brown rice,Beef stir-fry with vegetables
Swimming,117,389,Lunch,323,"40g Protein, 24g Carbs, 8g Fat",1.8,6,Poor,High-protein meal with energizing carbs.,Quinoa salad with chickpeas and veggies,Scrambled eggs with turkey sausage
Swimming,56,59,Dinner,263,"19g Protein, 67g Carbs, 22g Fat",1.6,7,Poor,High-protein meal with energizing carbs.,Tofu stir-fry with brown rice,Scrambled eggs with turkey sausage
Cycling,118,552,Dinner,722,"35g Protein, 61g Carbs, 30g Fat",2.4,9,Poor,High-protein meal with energizing carbs.,Vegetable curry with quinoa,Shrimp and avocado salad
Yoga,93,431,Dinner,917,"22g Protein, 38g Carbs, 10g Fat",1.8,10,Good,Balanced meal with lean protein.,Vegetable curry with quinoa,Shrimp and avocado salad
Running,25,479,Breakfast,951,"38g Protein, 84g Carbs, 14g Fat",3,7,Poor,High-protein meal with energizing carbs.,Vegetable curry with quinoa,Scrambled eggs with turkey sausage
Cycling,93,259,Lunch,998,"16g Protein, 76g Carbs, 15g Fat",2.1,5,Good,Carb-heavy meal for recovery.,Vegetable omelet with spinach,Beef stir-fry with vegetables
Cycling,47,495,Breakfast,849,"10g Protein, 80g Carbs, 5g Fat",1.3,5,Poor,High-protein meal with energizing carbs.,Avocado toast with seeds,Grilled chicken with quinoa and broccoli
Yoga,91,78,Lunch,718,"38g Protein, 46g Carbs, 21g Fat",3,5,Poor,High-protein meal with energizing carbs.,Vegetable omelet with spinach,Roasted turkey with wild rice and green beans
Strength Training,79,420,Lunch,229,"41g Protein, 31g Carbs, 17g Fat",0.9,9,Excellent,Balanced meal with lean protein.,Tofu stir-fry with brown rice,Roasted turkey with wild rice and green beans
Strength Training,24,390,Breakfast,960,"20g Protein, 66g Carbs, 8g Fat",2.8,4,Poor,High-protein meal with energizing carbs.,Tofu stir-fry with brown rice,Baked salmon with sweet potato and spinach
Cycling,103,157,Snack,764,"28g Protein, 35g Carbs, 8g Fat",1.2,7,Fair,Carb-heavy meal for recovery.,Tofu stir-fry with brown rice,Beef stir-fry with vegetables
Strength Training,44,472,Lunch,907,"21g Protein, 83g Carbs, 19g Fat",3.4,9,Fair,Balanced meal with lean protein.,Lentil soup with whole-grain bread,Roasted turkey with wild rice and green beans
Cycling,37,547,Lunch,471,"22g Protein, 43g Carbs, 15g Fat",1.8,5,Excellent,Carb-heavy meal for recovery.,Vegetable curry with quinoa,Grilled chicken with quinoa and broccoli
Cycling,15,340,Lunch,855,"34g Protein, 80g Carbs, 25g Fat",3.2,8,Fair,Carb-heavy meal for recovery.,Lentil soup with whole-grain bread,Baked salmon with sweet potato and spinach
Cycling,112,223,Snack,914,"27g Protein, 96g Carbs, 9g Fat",3.3,4,Fair,Carb-heavy meal for recovery.,Vegetable curry with quinoa,Scrambled eggs with turkey sausage
Yoga,39,694,Snack,717,"45g Protein, 69g Carbs, 23g Fat",1.8,8,Poor,High-protein meal with energizing carbs.,Vegetable curry with quinoa,Scrambled eggs with turkey sausage
